client_id,last_name,first_name,patronymic,birth_date,passport_series,passport_number,passport_issued_by,address,phone,email
754,Миронова,Трофим,Федотович,1969-06-02,6614,232361,ГУ МВД России по Омская обл.,"с. Павловский Посад, пер. Комарова, д. 12 к. 8/6, 089432",8 983 443 69 58,efimovaalevtina@example.net
755,Костин,Лучезар,Федоровна,1999-03-05,1840,916332,ГУ МВД России по респ. Крым,"д. Курск, пр. Мелиоративный, д. 407 к. 3, 907737",+7 (954) 503-80-16,lorashilova@example.com
756,Рогов,Андрей,Кузьминична,1952-11-12,9256,479742,ГУ МВД России по Челябинская обл.,"к. Апрелевка, алл. Мирная, д. 4 стр. 4, 279433",8 (953) 111-23-59,egorovaglafira@example.com
757,Фомин,Родион,Эльдаровна,1969-09-29,5982,133958,ГУ МВД России по Камчатский край,"п. Нефедова, бул. Больничный, д. 8, 838554",8 146 091 9351,arhipovlazar@example.com
758,Терентьев,Лонгин,Руслановна,2001-10-13,8729,812048,ГУ МВД России по Челябинская обл.,"ст. Пушкинские Горы, пр. Производственный, д. 467, 746121",8 756 264 1260,isa_2005@example.org
759,Турова,Валерия,Феофанович,1980-03-03,6757,490084,ГУ МВД России по Ханты-Мансийский АО,"с. Холмогоры, ул. Автомобилистов, д. 40, 167045",+7 599 822 6731,ekaterinamatveeva@example.org
760,Игнатьева,Тарас,Анатольевна,2001-09-18,6619,701800,ГУ МВД России по респ. Карелия,"клх Люберцы, алл. Коммунальная, д. 45 стр. 5/6, 282313",+72755767299,makarovmaksimiljan@example.com
761,Васильев,Пелагея,Ермилович,1985-07-26,2777,484774,ГУ МВД России по Краснодарский край,"клх Малая Вишера, пр. Жуковского, д. 11, 977115",+7 629 179 2651,ermil1981@example.net
762,Рогова,Парфен,Викторович,1952-12-22,6050,781113,ГУ МВД России по респ. Алтай,"ст. Южно-Сахалинск, алл. Гражданская, д. 26, 737671",+7 529 877 0745,davidovevse@example.org
763,Хохлов,Лукьян,Антипович,1962-09-09,4541,218959,ГУ МВД России по респ. Ингушетия,"ст. Октябрьское (Хант.), ш. Петровское, д. 9/1 стр. 64, 295867",8 030 409 34 67,lavrenti_18@example.net
764,Калинин,Изяслав,Тарасовна,1994-08-17,1333,623285,ГУ МВД России по Ненецкий АО,"г. Корсаков, бул. Шахтерский, д. 3/2 стр. 451, 460184",+7 (201) 388-25-32,mamontovataisija@example.net
765,Карпова,Наина,Артемьевич,1958-10-16,7659,688956,ГУ МВД России по Ненецкий АО,"п. Пушкин, алл. Дальняя, д. 4/7, 789476",8 (200) 052-14-10,avksenti2001@example.org
766,Трофимов,Карп,Артемовна,1974-11-24,2543,912609,ГУ МВД России по Алтайский край,"п. Кашхатау, ул. Попова, д. 219 к. 5, 456972",86556192767,frolovporfiri@example.com
767,Карпова,Виктор,Львовна,1995-05-11,4367,324993,ГУ МВД России по Ханты-Мансийский АО,"д. Новгород Великий, ул. Элеваторная, д. 7/8 к. 60, 737138",8 (740) 223-4614,nikifor62@example.com
768,Исаков,Милица,Григорьевич,1974-04-04,8846,827691,ГУ МВД России по респ. Карелия,"ст. Серов, ш. Фестивальное, д. 3 к. 552, 196863",8 470 465 68 96,svjatopolk_1971@example.org
769,Гусева,Федот,Семеновна,1971-01-25,7235,228594,ГУ МВД России по Амурская обл.,"д. Кетченеры, бул. Курский, д. 4/2 к. 3, 912706",8 934 104 0629,fedorovtihon@example.com
770,Сидоров,Соломон,Владиленович,1956-12-22,2719,574001,ГУ МВД России по Ставропольский край,"г. Верхний Баскунчак, ул. Волкова, д. 1/8 стр. 8, 974997",89052217114,osip_2023@example.com
771,Кулаков,Софрон,Оскаровна,1973-10-18,3266,192055,ГУ МВД России по респ. Тыва,"с. Бузулук, алл. Комарова, д. 4/2 к. 4/2, 975572",8 169 496 37 88,beljaevfilipp@example.org
772,Артемьева,Зоя,Мироновна,1981-02-23,9750,800280,ГУ МВД России по респ. Марий-Эл,"г. Каргополь, ш. Полевое, д. 2/7 стр. 6/4, 163361",+7 (179) 854-9004,nikolaevaolimpiada@example.net
773,Цветкова,Мир,Робертовна,1956-07-01,5418,676713,ГУ МВД России по Пермский край,"к. Раменское, бул. Волжский, д. 57, 922551",8 (419) 258-14-76,valentinazikova@example.net
774,Кудряшова,Евгений,Трофимович,1957-10-13,7947,414527,ГУ МВД России по респ. Бурятия,"д. Шатки, наб. Отрадная, д. 538 к. 4, 563093",+7 796 859 0964,foka_87@example.org
775,Наумов,Надежда,Александрович,1988-03-25,3099,768676,ГУ МВД России по Челябинская обл.,"с. Калач, бул. Студенческий, д. 7/9 к. 413, 367072",+7 734 024 22 24,pahomovjakov@example.net
776,Кошелева,Марина,Давыдович,2005-03-28,3256,633469,ГУ МВД России по респ. Мордовия,"клх Кисловодск, наб. Свердлова, д. 218 к. 5, 248420",+7 (435) 094-76-51,agafonovsofon@example.com
777,Титов,Мартын,Фёдорович,1990-02-13,3825,310743,ГУ МВД России по Алтайский край,"к. Тавда, алл. Ключевая, д. 17 к. 5, 451908",+7 (611) 035-65-94,uljanakapustina@example.org
778,Калинина,Демид,Демидович,1947-10-13,2740,928766,ГУ МВД России по Ямало-Ненецкий АО,"д. Ревда (Сверд.), алл. Славянская, д. 4 стр. 78, 941183",80934242406,lfomina@example.net
779,Мельников,Касьян,Устинович,1996-01-23,7313,478427,ГУ МВД России по Калужская обл.,"п. Красноуфимск, пр. Степана Разина, д. 786, 086542",+73826928550,karp1983@example.com
780,Пахомова,Азарий,Вадимовна,2001-04-07,8083,486831,ГУ МВД России по Камчатский край,"с. Яхрома, алл. Войкова, д. 5/6, 591765",+7 471 883 0099,kir_28@example.net
781,Родионов,Кир,Еремеевич,1976-05-15,6980,236074,ГУ МВД России по Ямало-Ненецкий АО,"с. Чикола, пер. Отрадный, д. 1/7 стр. 770, 149711",+7 384 715 6756,uarhipova@example.org
782,Ларионов,Бажен,Аскольдовна,1989-10-17,8821,168941,ГУ МВД России по Еврейская АО,"с. Лянтор, пер. Байкальский, д. 44 к. 7, 045056",8 937 540 24 28,ebaranov@example.net
783,Лазарева,Гурий,Игнатович,1981-12-06,4960,851759,ГУ МВД России по Еврейская АО,"ст. Гудермес, ул. Слободская, д. 8 к. 3/7, 816384",83680635853,molchanovaanzhelika@example.org
784,Яковлев,Таисия,Викторович,1997-10-07,7177,530749,ГУ МВД России по Ненецкий АО,"г. Щелково, алл. Молодежная, д. 9 стр. 3, 758670",+7 (656) 203-6344,ereme94@example.com
785,Логинова,Эммануил,Матвеевич,1980-01-01,6283,177333,ГУ МВД России по Кировская обл.,"клх Ейск, алл. Степана Разина, д. 7/2, 073174",+75776262636,timofe1991@example.net
786,Волкова,Юрий,Афанасьевна,1948-03-08,2650,773540,ГУ МВД России по Ямало-Ненецкий АО,"ст. Озеры, наб. Лунная, д. 94 стр. 3, 377403",8 (676) 874-04-20,pantelemon2001@example.com
787,Горбачев,Эдуард,Феофанович,1950-11-12,1967,588461,ГУ МВД России по Краснодарский край,"г. Мокшан, ш. Портовое, д. 10 к. 509, 656582",+7 (445) 385-6535,evpraksijaknjazeva@example.net
788,Бурова,Остап,Феликсович,1954-03-29,9776,461249,ГУ МВД России по респ. Чечня,"к. Смоленск, ш. Крестьянское, д. 503, 611998",89651181583,kirill1997@example.com
789,Ефремов,Надежда,Ефремович,1950-08-04,2680,770872,ГУ МВД России по Ямало-Ненецкий АО,"д. Поронайск, пр. Советский, д. 8 стр. 7/7, 905256",8 995 089 1423,avdeartemev@example.org
790,Горбунова,Дорофей,Эдуардович,1984-06-18,8533,905077,ГУ МВД России по Чукотский АО,"к. Ставрополь, алл. Челюскинцев, д. 22 стр. 1, 131866",+7 474 733 8914,natalja2020@example.net
791,Миронов,Казимир,Филиппович,1968-06-29,2665,627290,ГУ МВД России по Красноярский край,"п. Мценск, наб. Детская, д. 402 стр. 4/6, 866477",+71313518302,sofon_53@example.com
792,Сысоева,Панкрат,Сергеевна,2006-09-05,1725,643269,ГУ МВД России по Хабаровский край,"п. Юрьев-Польский, ш. Радищева, д. 81 стр. 6, 984128",8 558 167 59 23,elise_1976@example.net
793,Ефремов,Твердислав,Рудольфовна,1960-05-18,2948,272655,ГУ МВД России по респ. Тыва,"п. Тымовское, ш. Отрадное, д. 4/5, 924219",8 973 091 2185,olimpiadalihacheva@example.org
794,Королев,Боян,Ерофеевич,1965-06-22,3051,843788,ГУ МВД России по Еврейская АО,"г. Назрань, наб. Гастелло, д. 20 стр. 4, 304407",8 (811) 096-59-84,luchezar_76@example.net
795,Быкова,Пимен,Данилович,2002-07-04,3854,644103,ГУ МВД России по Пермский край,"ст. Усть-Ордынский, алл. Гражданская, д. 56 стр. 3, 641910",8 166 910 08 22,vsevolod16@example.net
796,Щукин,Сила,Валерьянович,1955-01-03,4620,362778,ГУ МВД России по Ульяновская обл.,"к. Петушки, бул. Революции, д. 3/1, 479100",8 932 572 2870,glebkulikov@example.org
797,Фокина,Анжела,Ильинична,1948-07-22,3591,677599,ГУ МВД России по Чукотский АО,"клх Губкин, ш. Орловское, д. 2/3 к. 2, 520580",+7 (860) 604-80-22,agap65@example.com
798,Пестов,Каллистрат,Филимонович,2005-09-14,4526,755383,ГУ МВД России по Ненецкий АО,"клх Челюскин, наб. Народная, д. 7, 430165",8 623 887 8887,bshubin@example.net
799,Максимова,Ярополк,Яковлевна,2007-05-27,4888,659392,ГУ МВД России по Брянская обл.,"клх Беломорск, бул. Раздольный, д. 19 к. 913, 047947",+7 990 380 35 14,frol_2024@example.com
800,Емельянов,Федот,Власович,1995-01-19,2174,772124,ГУ МВД России по Красноярский край,"к. Сибай, бул. Коммунистический, д. 4 стр. 8, 839516",8 (309) 532-67-08,sokrat86@example.net
801,Галкина,Ульяна,Фадеевич,1981-05-13,3185,708851,ГУ МВД России по Приморский край,"к. Тырныауз, алл. Аэродромная, д. 18 стр. 383, 530688",8 684 676 7809,unaumov@example.net
802,Кондратьев,Карп,Олеговна,1960-04-10,2931,790731,ГУ МВД России по Пермский край,"п. Валаам, наб. Путейская, д. 675, 928974",8 (741) 148-6267,sinklitikija_11@example.net
803,Кузнецова,Парамон,Дмитриевич,1987-06-30,8987,454019,ГУ МВД России по Краснодарский край,"к. Мончегорск, ш. Фурманова, д. 5/2, 789630",+7 935 820 1630,mishinmakar@example.net
804,Большакова,Алла,Витальевич,1977-09-26,8215,965322,ГУ МВД России по Курская обл.,"д. Лазаревское, ш. Рыбацкое, д. 3 стр. 7/7, 984601",8 (040) 334-8015,porfiridementev@example.org
805,Костина,Степан,Трифонович,1970-11-19,1320,147670,ГУ МВД России по Ямало-Ненецкий АО,"к. Кудымкар, пр. Юбилейный, д. 4 к. 16, 746272",+7 536 499 1192,milen_1997@example.com
806,Егорова,Елена,Витальевич,1995-09-01,9283,377511,ГУ МВД России по Алтайский край,"к. Москва, ш. Тамбовское, д. 80 стр. 6/6, 126264",+7 (956) 784-4607,julian_2022@example.org
807,Силин,Мефодий,Архипович,2001-12-12,9336,904214,ГУ МВД России по респ. Хакасия,"с. Озеры, ул. Амурская, д. 5 к. 349, 316498",+7 (838) 597-47-76,natan_59@example.org
808,Петров,Митофан,Зиновьевич,1978-02-22,8363,748133,ГУ МВД России по Красноярский край,"п. Рыльск, пр. 8-е Марта, д. 356 стр. 50, 763415",+7 (597) 710-0115,roman73@example.com
809,Блохина,Каллистрат,Демидович,1987-03-17,9113,622230,ГУ МВД России по респ. Чувашия,"п. Иваново, наб. Семашко, д. 7 к. 2, 547416",8 (557) 395-2328,moke_58@example.org
810,Дроздова,Евдокия,Робертовна,2002-02-19,9079,403742,ГУ МВД России по Ставропольский край,"к. Таштагол, бул. Глинки, д. 1/3, 136233",+77040714697,sidorovsemen@example.net
811,Смирнова,Маргарита,Харитоновна,1985-07-11,9248,606404,ГУ МВД России по Ленинградская обл.,"клх Моршанск, наб. Дачная, д. 57 стр. 7, 170396",+7 017 590 01 70,krusakov@example.net
812,Захарова,Ананий,Эдгардович,1963-09-27,4197,525818,ГУ МВД России по Ненецкий АО,"к. Внуково (метеост.), бул. Прудовой, д. 459 к. 8/7, 536735",8 896 070 7228,ermil_1988@example.org
813,Суворов,Мечислав,Эльдаровна,1959-12-03,4868,176517,ГУ МВД России по респ. Кабардино-Балкария,"к. Калачинск, пер. Семашко, д. 3, 493663",8 796 714 8030,fomichevaoksana@example.net
814,Панов,Михаил,Степановна,1994-06-11,9817,265759,ГУ МВД России по Чукотский АО,"ст. Аргаяш, алл. Володарского, д. 46 стр. 5/2, 886691",+7 223 214 25 26,strelkovvelimir@example.net
815,Елисеева,Анастасия,Альбертовна,1978-09-04,6663,607774,ГУ МВД России по Московская обл.,"ст. Морозовск, наб. Абрикосовая, д. 6/4 к. 65, 411818",8 136 738 0520,ustinsharapov@example.net
816,Орлова,Варлаам,Львовна,1989-03-04,6936,456717,ГУ МВД России по Орловская обл.,"ст. Волгодонск, ш. Заливное, д. 2/5 стр. 3/3, 148333",8 401 127 2836,lazarevaagata@example.net
817,Гуляева,Элеонора,Тихонович,1978-03-01,8728,427766,ГУ МВД России по Ставропольский край,"клх Хоста, пр. Клары Цеткин, д. 2/9, 762950",8 (671) 621-72-04,stanislav_2005@example.com
818,Комаров,Варвара,Ефимович,1983-07-22,5054,518084,ГУ МВД России по респ. Татарстан,"г. Кингисепп, алл. Красина, д. 6 стр. 5/7, 419916",+7 539 064 9097,danilovaklavdija@example.org
819,Кулагина,Вера,Валентинович,1968-04-08,2657,639995,ГУ МВД России по Еврейская АО,"клх Одинцово, пер. Сиреневый, д. 96 стр. 79, 074215",+7 (193) 625-2602,valerijarodionova@example.net
820,Бобылева,Регина,Адрианович,1995-05-26,8123,434617,ГУ МВД России по Чукотский АО,"п. Шелагонцы, алл. Нахимова, д. 58, 910657",+7 (517) 454-6935,kozlovgremislav@example.net
821,Кошелев,Анисим,Филипповна,1950-12-06,4069,228473,ГУ МВД России по респ. Дагестан,"г. Холмск, наб. Невского, д. 835 к. 277, 030568",8 (094) 124-60-51,iseleznev@example.org
822,Калинина,Акулина,Анатольевна,1997-02-25,4467,359961,ГУ МВД России по Краснодарский край,"с. Устюжна, ул. Просвещения, д. 8/8 к. 1/1, 434597",+7 (173) 033-2496,marian2021@example.com
823,Лобанов,Матвей,Валентинович,2006-05-14,2822,153063,ГУ МВД России по респ. Карелия,"д. Медногорск, ш. Октября, д. 91 стр. 156, 427079",85947611107,nikifor1990@example.com
824,Савин,Евгения,Петровна,1970-01-08,4759,745270,ГУ МВД России по Приморский край,"п. Тобольск, ш. Макарова, д. 72 стр. 94, 403909",8 (468) 560-6699,nadezhdavinogradova@example.org
825,Белоусов,Осип,Станиславовна,1980-09-23,6341,267457,ГУ МВД России по Еврейская АО,"с. Санкт-Петербург, наб. Семашко, д. 739 стр. 46, 792711",+7 735 128 9622,isakovasofija@example.net
826,Миронов,Константин,Германович,2007-09-27,5183,856157,ГУ МВД России по Кировская обл.,"г. Дно, пер. Угловой, д. 5, 060694",+7 (069) 523-5786,eleonora_29@example.com
827,Дорофеев,Силантий,Измаилович,1951-07-14,5034,900190,ГУ МВД России по Псковская обл.,"ст. Онега, наб. Луначарского, д. 9 к. 6/4, 198042",8 542 805 3764,majamironova@example.org
828,Кудрявцева,Парамон,Аркадьевна,1978-01-10,3073,639728,ГУ МВД России по Ненецкий АО,"клх Ирбит, алл. Мельничная, д. 41, 701958",8 639 928 79 87,reginachernova@example.org
829,Орехова,Кира,Артемьевич,2001-08-14,6973,423528,ГУ МВД России по Камчатский край,"ст. Поронайск, пер. Урожайный, д. 7/5, 160332",8 (880) 700-5102,sevastjan_1991@example.com
830,Яковлев,Геннадий,Адамович,1991-12-26,7312,194423,ГУ МВД России по Ульяновская обл.,"г. Сунтар, наб. Осипенко, д. 2 к. 5/9, 921046",8 275 015 26 97,kirill20@example.org
831,Абрамова,Никон,Антонович,2004-06-07,6074,579441,ГУ МВД России по Ненецкий АО,"клх Уренгой, алл. Полевая, д. 9, 238368",+7 601 457 9232,elitkin@example.com
832,Шестакова,Твердислав,Измаилович,1995-11-05,4037,711680,ГУ МВД России по респ. Хакасия,"г. Ноглики, бул. Загородный, д. 8/8, 092519",+7 (018) 285-23-32,avde1988@example.net
833,Владимирова,Евстафий,Руслановна,1989-06-11,5516,152995,ГУ МВД России по Ненецкий АО,"д. Волхов, пер. Попова, д. 2 к. 863, 492075",8 (414) 248-73-96,marijatitova@example.com
834,Яковлев,Софрон,Альбертовна,1986-04-21,4673,726543,ГУ МВД России по Челябинская обл.,"к. Цимлянск, бул. Химиков, д. 86 к. 3/5, 343549",8 (872) 965-71-56,zahar80@example.org
835,Красильникова,Филимон,Анисимович,1987-02-15,9396,593446,ГУ МВД России по Курская обл.,"п. Магадан, пер. Правды, д. 500 к. 791, 737624",+7 (662) 254-92-03,msafonova@example.org
836,Соболева,Синклитикия,Архипович,1948-12-29,4678,108574,ГУ МВД России по Алтайский край,"п. Смоленск, ул. Торговая, д. 3/3, 414756",80018429335,ninel_1988@example.com
837,Костин,Гремислав,Владиленович,1999-11-26,2365,240440,ГУ МВД России по Тульская обл.,"клх Пушкин, пр. Беляева, д. 153 стр. 72, 473650",+7 329 909 0064,orest1974@example.net
838,Елисеев,Галактион,Филимонович,1966-08-07,4356,900961,ГУ МВД России по Ханты-Мансийский АО,"к. Беломорск, наб. Смоленская, д. 71 стр. 3/1, 754939",+7 (439) 690-4539,ljubovzaharova@example.net
839,Кудрявцева,Ираида,Гурьевич,1977-04-15,6156,147440,ГУ МВД России по Ставропольский край,"ст. Тихорецк, алл. Лазурная, д. 573, 330236",+71224740985,ratmirjakovlev@example.org
840,Рыбаков,Милан,Андреевич,1961-11-01,6116,697983,ГУ МВД России по Забайкальский край,"п. Кош-Агач, наб. Гаражная, д. 671, 587094",+7 422 456 4119,margaritaavdeeva@example.com
841,Захаров,Влас,Захарьевич,2003-08-17,8134,480133,ГУ МВД России по Рязанская обл.,"ст. Томпа, пер. Социалистический, д. 15, 349419",8 (157) 557-16-63,raisaevdokimova@example.net
842,Наумов,Осип,Демьянович,1954-05-01,8046,177103,ГУ МВД России по респ. Мордовия,"п. Бугуруслан, бул. Радищева, д. 4/6 стр. 10, 615042",+7 598 685 6977,timofeevevgraf@example.net
843,Исакова,Панфил,Адрианович,1960-01-26,5974,572230,ГУ МВД России по респ. Удмуртия,"г. Быково (метеост.), ш. Марта 8, д. 303 к. 9/9, 893046",+7 638 816 87 85,lobanovmilovan@example.com
844,Тарасов,Милий,Даниловна,1985-12-07,8045,965401,ГУ МВД России по респ. Чувашия,"с. Усть-Кут, ш. Приморское, д. 8/3 стр. 307, 208147",+7 (373) 564-07-83,kondratevasinklitikija@example.org
845,Шилова,Нифонт,Викторовна,1948-10-07,8997,740725,ГУ МВД России по Ненецкий АО,"клх Краснотурьинск, наб. Логовая, д. 8/2 к. 7, 490668",8 (675) 185-7116,mina60@example.com
846,Журавлева,Михей,Юльевна,1990-11-24,2526,201377,ГУ МВД России по Ханты-Мансийский АО,"ст. Верхний Уфалей, ул. Октября, д. 39 стр. 602, 653377",8 (303) 167-87-19,nainakiseleva@example.com
847,Ковалева,Светозар,Константиновна,1964-08-27,6057,933510,ГУ МВД России по Амурская обл.,"к. Березники, наб. Ленина, д. 6, 054908",+7 998 397 6738,samson_1979@example.com
848,Григорьев,Никифор,Гордеевич,1971-01-27,5381,483366,ГУ МВД России по респ. Кабардино-Балкария,"д. Кетченеры, ул. Береговая, д. 591 стр. 35, 930741",8 (996) 546-62-89,ivanna1983@example.com
849,Виноградова,Эрнст,Федоровна,1952-03-04,2835,731728,ГУ МВД России по Ханты-Мансийский АО,"п. Семлячики, бул. 50 лет ВЛКСМ, д. 302 к. 30, 405677",+7 251 589 04 18,praskovjabobileva@example.org
850,Кудрявцев,Остромир,Трофимович,1968-04-21,7561,624369,ГУ МВД России по Еврейская АО,"п. Челюскин, пр. Кирова, д. 8, 986361",8 276 958 4442,kulikovagalina@example.com
851,Кузьмина,Геннадий,Димитриевич,1992-08-13,1515,140804,ГУ МВД России по Ханты-Мансийский АО,"ст. Славгород, пр. Магистральный, д. 6, 311802",8 691 419 39 60,bromanov@example.com
852,Доронина,Юлия,Тарасовна,1976-04-17,2752,943019,ГУ МВД России по респ. Татарстан,"ст. Челябинск, алл. Островского, д. 3/5 стр. 7/9, 410341",+71318118140,borislav_32@example.com
853,Жуков,Прокл,Валентиновна,1988-09-04,7076,579187,ГУ МВД России по респ. Карелия,"г. Тверь, пр. Молодежный, д. 1 к. 8/2, 878310",+7 (145) 645-7227,vera_79@example.com
854,Киселев,Радован,Наумовна,1999-03-08,2987,640546,ГУ МВД России по Алтайский край,"ст. Североморск, наб. Химиков, д. 493 к. 536, 264106",+7 326 753 1805,nikon1986@example.org
855,Игнатова,Анатолий,Артурович,1992-01-11,2751,742848,ГУ МВД России по респ. Тыва,"к. Плесецк, алл. Космонавтов, д. 16, 400474",8 (679) 486-9894,ippolit_2005@example.org
856,Козлов,Анна,Денисович,1977-03-08,5030,512042,ГУ МВД России по Еврейская АО,"с. Снежногорск (Мурм.), ш. Мостовое, д. 8/4, 594933",+7 781 117 1960,matveevaemilija@example.org
857,Беспалова,Вадим,Евстигнеевич,1956-12-19,8848,722565,ГУ МВД России по Красноярский край,"к. Чулым, пр. Заливный, д. 43 к. 7, 523917",+7 335 300 4999,marijaisaeva@example.com
858,Котов,Маргарита,Теймуразович,1969-01-24,5374,968524,ГУ МВД России по респ. Хакасия,"п. Воркута, алл. Лермонтова, д. 3/5 к. 3/4, 865392",8 (687) 141-34-93,samsonovsvetozar@example.net
859,Бобылев,Ананий,Феликсович,1971-12-17,7578,613641,ГУ МВД России по респ. Крым,"с. Киржач, пр. Кедровый, д. 316 к. 1, 989354",8 463 989 70 14,miroslav_70@example.org
860,Рыбакова,Изот,Димитриевич,1986-03-02,8248,597960,ГУ МВД России по Псковская обл.,"с. Черкесск, наб. Космонавтов, д. 19, 092600",+7 110 156 1619,evdokim2008@example.com
861,Селезнев,Ульяна,Робертовна,1998-12-29,1257,447329,ГУ МВД России по респ. Дагестан,"г. Барнаул, бул. Казачий, д. 58 стр. 1/9, 723310",+74817736556,koshelevvseslav@example.org
862,Ермакова,Тарас,Аркадьевна,1950-04-10,9624,536774,ГУ МВД России по Воронежская обл.,"п. Ведено, бул. Розы Люксембург, д. 2 стр. 7/2, 023641",8 936 835 99 16,platon1988@example.org
863,Мартынов,Гедеон,Давидович,2002-04-25,8449,935457,ГУ МВД России по респ. Удмуртия,"к. Дивногорск, алл. Короленко, д. 2/3 стр. 4/8, 999522",8 296 444 8436,platon_2004@example.org
864,Меркушева,Виктор,Артемьевич,2004-09-24,9890,127941,ГУ МВД России по Краснодарский край,"с. Красноуфимск, пер. Восточный, д. 9, 715559",+7 627 879 0259,pahomovgeorgi@example.org
865,Трофимова,Карл,Терентьевич,1993-12-02,8670,378428,ГУ МВД России по Пензенская обл.,"с. Избербаш, пр. Геологов, д. 432 стр. 9, 180295",8 999 773 7939,selivan_95@example.com
866,Алексеева,Ангелина,Эдуардовна,1949-12-22,9384,705693,ГУ МВД России по Курганская обл.,"клх Верещагино (Перм.), ул. Серафимовича, д. 86, 386256",8 (611) 258-42-33,evseevaagafja@example.net
867,Владимиров,Никон,Денисович,1948-04-22,3916,711868,ГУ МВД России по респ. Татарстан,"клх Краснодар, пер. Кленовый, д. 4/3 стр. 907, 127365",+78522072019,azari2007@example.com
868,Макарова,Рюрик,Димитриевич,1954-10-04,7131,649697,ГУ МВД России по респ. Мордовия,"д. Руза, бул. Димитрова, д. 2, 955510",+7 510 819 4842,nataljashashkova@example.org
869,Маслова,Анисим,Авдеевич,1959-07-16,9089,912233,ГУ МВД России по Омская обл.,"п. Губкинский, наб. Партизанская, д. 48, 342437",8 391 692 8091,zzueva@example.org
870,Сазонов,Парфен,Геннадиевна,1953-10-27,5828,961574,ГУ МВД России по Ненецкий АО,"г. Кош-Агач, ш. Молодежное, д. 6, 410616",8 497 008 44 58,komarovalora@example.net
871,Пономарев,Селиван,Устинович,1990-01-07,9741,133104,ГУ МВД России по Камчатский край,"д. Агинское (Забайк.), алл. Калинина, д. 115 стр. 1, 996131",8 255 232 2805,trofim_1983@example.com
872,Белозеров,Александра,Ефимьевич,1989-06-23,8399,215233,ГУ МВД России по Мурманская обл.,"клх Мелеуз, пр. Локомотивный, д. 4 к. 1, 115255",8 (627) 788-8260,boriszuev@example.com
873,Лазарева,Адам,Данилович,1981-07-22,3412,562462,ГУ МВД России по респ. Карачаево-Черкесия,"клх Чусовой, ул. Космодемьянской, д. 342 к. 65, 592055",86757799113,hristofor2024@example.net
874,Петров,Лидия,Ефремович,1960-08-05,5063,258787,ГУ МВД России по Ставропольский край,"с. Красновишерск, ш. Крайнее, д. 960 к. 9, 015221",+7 (368) 960-0834,pimen2016@example.net
875,Осипов,Дарья,Юльевич,1950-03-04,6298,313795,ГУ МВД России по Амурская обл.,"с. Воскресенск, ул. Лазурная, д. 3/8 стр. 156, 387885",+7 (858) 986-81-84,firsabramov@example.com
876,Мартынов,Антонин,Натановна,1992-10-16,6274,912617,ГУ МВД России по респ. Чечня,"п. Тайшет, наб. Строителей, д. 6 стр. 5/5, 107692",8 265 434 75 91,zsemenov@example.net
877,Чернов,Матвей,Васильевна,1963-01-07,8870,989587,ГУ МВД России по Тверская обл.,"с. Шерегеш, ш. Карла Либкнехта, д. 9 стр. 8, 756816",8 (843) 407-30-71,ruben1996@example.org
878,Князева,Жанна,Егоровна,2005-04-12,1727,643878,ГУ МВД России по Магаданская обл.,"с. Тикси, алл. Коминтерна, д. 42 стр. 68, 033699",85285023126,evse_27@example.org
879,Тихонова,Дарья,Мироновна,1966-09-21,3681,440839,ГУ МВД России по Забайкальский край,"п. Кузнецк, бул. Цветочный, д. 32 стр. 84, 146950",83555570200,edanilov@example.com
880,Колесников,Панкрат,Ефстафьевич,1950-05-25,9471,651002,ГУ МВД России по Пермский край,"ст. Павловский Посад, ш. Большое, д. 489, 270650",8 (612) 228-30-56,kondrati68@example.net
881,Чернов,Дарья,Абрамович,1969-05-21,5850,281594,ГУ МВД России по Пермский край,"ст. Невинномысск, наб. Больничная, д. 46 стр. 7, 777894",+7 (327) 639-9046,novikovaregina@example.org
882,Селезнева,Иннокентий,Трифонович,1992-08-18,6878,458955,ГУ МВД России по Ханты-Мансийский АО,"п. Йошкар-Ола, ул. Сурикова, д. 6, 617906",8 (015) 120-03-93,leonid90@example.com
883,Полякова,Савелий,Владиславович,1975-01-31,7955,808699,ГУ МВД России по респ. Марий-Эл,"д. Калязин, алл. Камская, д. 792 стр. 11, 307122",8 008 228 37 74,oksanaguljaeva@example.org
884,Дроздов,Якуб,Артемовна,1966-11-10,9792,942690,ГУ МВД России по Ставропольский край,"д. Долинск, пр. Каштановый, д. 92, 126980",+74665895247,kkozlov@example.com
885,Исакова,Адам,Ждановна,2001-01-30,9843,739711,ГУ МВД России по Чукотский АО,"клх Ямбург, ш. Володарского, д. 85 к. 97, 477884",+7 709 465 7770,jzaharov@example.net
886,Козлова,Эрнст,Филиппович,1980-05-11,7134,358494,ГУ МВД России по Саратовская обл.,"с. Троицк (Челяб.), ш. Геологическое, д. 26, 417005",+7 (718) 605-6688,evseevaevpraksija@example.org
887,Филатова,Анастасия,Трифонович,1992-05-03,4581,412999,ГУ МВД России по Чукотский АО,"клх Богучар, пр. Орловский, д. 324, 354160",+7 991 984 80 87,teterinavarvara@example.com
888,Исакова,Софон,Семеновна,1945-06-19,3848,908634,ГУ МВД России по Ямало-Ненецкий АО,"п. Аша, пр. Пушкинский, д. 174 к. 4, 689579",8 724 610 51 10,zatsevaolimpiada@example.org
